Session,GlobalIndex,LocalIndex,TargetChar,AngleX,AngleY,UserInput,IsCorrect,FontSize,SpawnZone,,,,,,
,3867,6,F,54.08,-0.44,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,3868,7,L,-33.39,-38.49,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,3869,8,E,-3.02,-45.32,E,TRUE,201,Grid_Bottom-Center,,,,,,
,3870,9,D,53.46,-36.19,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,3871,1,D,-46.01,13.67,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,3872,2,P,-19.24,32.13,P,TRUE,28.3,Grid_Top-Center,,,,,,
,3873,3,T,52.06,31.44,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,3874,4,L,-51.63,6.34,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,3875,5,C,-15.27,-4.33,C,TRUE,28.3,Grid_Middle-Center,,,,,,
,3876,6,E,52.94,-14.04,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,3877,7,Z,-28.78,-38.48,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,3878,8,F,8.53,-32.26,F,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3879,9,O,48.19,-46.22,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,3880,1,C,-28.91,33.96,C,TRUE,75.3,Grid_Top-Left,,,,,,
,3881,2,O,-11.08,31.86,O,TRUE,28.3,Grid_Top-Center,,,,,,
,3882,3,F,53.13,38.12,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,3883,4,E,-32.14,8,E,TRUE,17.3,Grid_Middle-Left,,,,,,
,3884,5,Z,-6.8,-25.57,Z,TRUE,122.9,Grid_Middle-Center,,,,,,
,3885,6,T,43.65,-23.02,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,3886,7,D,-41.88,-46.55,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,3887,8,L,23.8,-44.59,L,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3888,9,P,36.43,-48.52,P,TRUE,75.3,Grid_Bottom-Right,,,,,,
,3889,1,T,-53.57,35.18,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,3890,2,E,-5.89,32.07,E,TRUE,201,Grid_Top-Center,,,,,,
,3891,3,O,36.26,14.72,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,3892,4,Z,-41.66,4.36,Z,TRUE,28.3,Grid_Middle-Left,,,,,,
,3893,5,F,-19.19,-1.75,F,TRUE,201,Grid_Middle-Center,,,,,,
,3894,6,C,48.05,-8.21,NotVisible,FALSE,75.3,Grid_Middle-Right,,,,,,
,3895,7,L,-40.79,-50.54,L,TRUE,75.3,Grid_Bottom-Left,,,,,,
,3896,8,P,3.77,-44.17,P,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3897,9,D,39.47,-47.64,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,3898,1,P,-47.74,30.9,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,3899,2,O,-2.5,17.54,O,TRUE,17.3,Grid_Top-Center,,,,,,
,3900,3,T,29.05,38.98,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,3901,4,E,-42.74,-9.91,E,TRUE,28.3,Grid_Middle-Left,,,,,,
,3902,5,C,-12.45,-18.65,C,TRUE,10.6,Grid_Middle-Center,,,,,,
,3903,6,F,40.88,-23.13,P,FALSE,10.6,Grid_Middle-Right,,,,,,
,3904,7,L,-51.14,-45.31,NotVisible,FALSE,201,Grid_Bottom-Left,,,,,,
,3905,8,D,-12.45,-52.03,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,3906,9,Z,38.52,-33.24,Z,TRUE,46.1,Grid_Bottom-Right,,,,,,
,3907,1,P,-40.34,21.98,P,TRUE,28.3,Grid_Top-Left,,,,,,
,3908,2,E,-12.45,29.27,E,TRUE,28.3,Grid_Top-Center,,,,,,
,3909,3,O,52.35,36.9,NotVisible,FALSE,75.3,Grid_Top-Right,,,,,,
,3910,4,D,-49.21,-3.81,NotVisible,FALSE,122.9,Grid_Middle-Left,,,,,,
,3911,5,Z,-19.97,-22.07,Z,TRUE,46.1,Grid_Middle-Center,,,,,,
,3912,6,F,47.83,-28.2,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,3913,7,L,-53.92,-43.97,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,3914,8,T,-20.44,-40.29,T,TRUE,201,Grid_Bottom-Center,,,,,,
,3915,9,C,37.94,-44.62,C,TRUE,201,Grid_Bottom-Right,,,,,,
,3916,1,C,-49.97,38.94,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,3917,2,Z,-22.18,30.29,Z,TRUE,10.6,Grid_Top-Center,,,,,,
,3918,3,O,48.67,43.02,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,3919,4,E,-34.5,2.28,E,TRUE,46.1,Grid_Middle-Left,,,,,,
,3920,5,T,-17.5,-25.73,T,TRUE,122.9,Grid_Middle-Center,,,,,,
,3921,6,L,39.48,-20.19,L,TRUE,75.3,Grid_Middle-Right,,,,,,
,3922,7,D,-37.18,-45.56,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,3923,8,F,6.75,-34.63,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,3924,9,P,44.14,-36.57,P,TRUE,122.9,Grid_Bottom-Right,,,,,,
,3925,1,Z,-44.19,34.51,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,3926,2,D,-15.9,35.06,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,3927,3,E,52.3,18.09,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,3928,4,T,-48.48,-16.01,T,TRUE,28.3,Grid_Middle-Left,,,,,,
,3929,5,C,-1.25,-12.15,C,TRUE,122.9,Grid_Middle-Center,,,,,,
,3930,6,L,30.28,-24.9,L,TRUE,122.9,Grid_Middle-Right,,,,,,
,3931,7,F,-46.03,-38.71,F,TRUE,201,Grid_Bottom-Left,,,,,,
,3932,8,O,12.43,-49.82,O,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3933,9,P,43.08,-50.74,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,3934,1,T,-31.31,34.74,T,TRUE,75.3,Grid_Top-Left,,,,,,
,3935,2,Z,13.28,33.13,Z,TRUE,75.3,Grid_Top-Center,,,,,,
,3936,3,C,43.53,41.13,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,3937,4,O,-41.47,-19.47,O,TRUE,201,Grid_Middle-Left,,,,,,
,3938,5,F,-20.1,-7,P,FALSE,6.5,Grid_Middle-Center,,,,,,
,3939,6,P,48.51,-14.23,NotVisible,FALSE,28.3,Grid_Middle-Right,,,,,,
,3940,7,D,-41.01,-38.24,D,TRUE,46.1,Grid_Bottom-Left,,,,,,
,3941,8,E,13.54,-37.22,E,TRUE,28.3,Grid_Bottom-Center,,,,,,
,3942,9,L,36.4,-51.52,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,3943,1,D,-52.27,20.93,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,3944,2,O,-12.98,23.47,C,FALSE,6.5,Grid_Top-Center,,,,,,
,3945,3,C,38.79,18.09,C,TRUE,122.9,Grid_Top-Right,,,,,,
,3946,4,T,-46.85,-10.49,T,TRUE,201,Grid_Middle-Left,,,,,,
,3947,5,F,-13.44,-15.22,F,TRUE,28.3,Grid_Middle-Center,,,,,,
,3948,6,P,44.16,-21.98,P,TRUE,75.3,Grid_Middle-Right,,,,,,
,3949,7,Z,-35.09,-38.43,Z,TRUE,201,Grid_Bottom-Left,,,,,,
,3950,8,L,-11.14,-40.84,L,TRUE,28.3,Grid_Bottom-Center,,,,,,
,3951,9,E,38.2,-44.72,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,3952,1,P,-53.16,20.2,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,3953,2,E,-20.95,31.67,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,3954,3,O,39.54,27.81,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,3955,4,Z,-50.26,-21.18,NotVisible,FALSE,201,Grid_Middle-Left,,,,,,
,3956,5,T,-22.43,-23.43,T,TRUE,10.6,Grid_Middle-Center,,,,,,
,3957,6,F,32.45,-0.4,F,TRUE,122.9,Grid_Middle-Right,,,,,,
,3958,7,D,-36.51,-49.74,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,3959,8,C,2.81,-44.15,C,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3960,9,L,54.17,-33.49,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,3961,1,E,-46.66,33.42,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,3962,2,T,13.69,22.77,T,TRUE,201,Grid_Top-Center,,,,,,
,3963,3,P,33.26,20.3,P,TRUE,201,Grid_Top-Right,,,,,,
,3964,4,Z,-47.43,-7.11,Z,TRUE,201,Grid_Middle-Left,,,,,,
,3965,5,O,1.02,-19.92,O,TRUE,122.9,Grid_Middle-Center,,,,,,
,3966,6,F,50.5,0.07,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,3967,7,D,-29.93,-44.31,D,TRUE,201,Grid_Bottom-Left,,,,,,
,3968,8,C,1.49,-48.43,C,TRUE,46.1,Grid_Bottom-Center,,,,,,
,3969,9,L,34.66,-49.57,L,TRUE,201,Grid_Bottom-Right,,,,,,
,3970,1,O,-50.88,30.02,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,3971,2,Z,2.33,42.08,NotVisible,FALSE,28.3,Grid_Top-Center,,,,,,
,3972,3,C,51.52,38.13,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,3973,4,P,-46.98,6.33,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,3974,5,D,-12.34,-6.78,D,TRUE,122.9,Grid_Middle-Center,,,,,,
,3975,6,F,51.76,-16.73,NotVisible,FALSE,46.1,Grid_Middle-Right,,,,,,
,3976,7,T,-53.39,-40.7,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,3977,8,L,0.34,-51.09,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,3978,9,E,44.18,-45.42,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,3979,1,F,-51.33,33.25,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,3980,2,C,17.45,27.27,C,TRUE,10.6,Grid_Top-Center,,,,,,
,3981,3,D,47.73,34.59,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,3982,4,Z,-42.09,-24.87,Z,TRUE,75.3,Grid_Middle-Left,,,,,,
,3983,5,L,-19.63,-15.05,L,TRUE,17.3,Grid_Middle-Center,,,,,,
,3984,6,E,45.21,-19.71,E,TRUE,201,Grid_Middle-Right,,,,,,
,3985,7,P,-37.69,-38.64,P,TRUE,201,Grid_Bottom-Left,,,,,,
,3986,8,T,0.27,-42.41,T,TRUE,122.9,Grid_Bottom-Center,,,,,,
,3987,9,O,39.72,-50.26,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,3988,1,E,-35.79,22.62,E,TRUE,46.1,Grid_Top-Left,,,,,,
,3989,2,L,-6.81,32.25,L,TRUE,75.3,Grid_Top-Center,,,,,,
,3990,3,P,53.34,39.17,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,3991,4,T,-41.36,-9.44,T,TRUE,17.3,Grid_Middle-Left,,,,,,
,3992,5,D,-11.08,3.39,D,TRUE,28.3,Grid_Middle-Center,,,,,,
,3993,6,F,49.52,-19.99,NotVisible,FALSE,46.1,Grid_Middle-Right,,,,,,
,3994,7,Z,-51.28,-50.72,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,3995,8,O,-7.59,-31.82,O,TRUE,17.3,Grid_Bottom-Center,,,,,,
,3996,9,C,34.69,-44.95,C,TRUE,201,Grid_Bottom-Right,,,,,,
,3997,1,C,-28.7,24.02,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,3998,2,L,3.51,37.25,L,TRUE,122.9,Grid_Top-Center,,,,,,
,3999,3,O,42.94,36.2,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,4000,4,D,-36.25,5.69,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,4001,5,T,14.64,-25.28,T,TRUE,17.3,Grid_Middle-Center,,,,,,
,4002,6,Z,38.97,-11.38,Z,TRUE,122.9,Grid_Middle-Right,,,,,,
,4003,7,E,-34.44,-34.83,E,TRUE,122.9,Grid_Bottom-Left,,,,,,
,4004,8,F,20.23,-44.46,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,4005,9,P,35.32,-48.76,T,FALSE,28.3,Grid_Bottom-Right,,,,,,
,4006,1,O,-33.35,15.9,O,TRUE,46.1,Grid_Top-Left,,,,,,
,4007,2,F,20.32,32.57,F,TRUE,201,Grid_Top-Center,,,,,,
,4008,3,P,27.79,36.45,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,4009,4,L,-35.08,-16.64,L,TRUE,46.1,Grid_Middle-Left,,,,,,
,4010,5,E,10.87,-17.84,E,TRUE,201,Grid_Middle-Center,,,,,,
,4011,6,Z,42.4,8.85,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,4012,7,C,-49.74,-39.61,NotVisible,FALSE,201,Grid_Bottom-Left,,,,,,
,4013,8,T,13.6,-44.77,T,TRUE,28.3,Grid_Bottom-Center,,,,,,
,4014,9,D,37.67,-46.93,D,TRUE,75.3,Grid_Bottom-Right,,,,,,
,4015,1,Z,-48.45,19.58,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,4016,2,E,-6.47,35.73,E,TRUE,46.1,Grid_Top-Center,,,,,,
,4017,3,O,32.17,25.35,O,TRUE,201,Grid_Top-Right,,,,,,
,4018,4,F,-36.68,-6.39,F,TRUE,28.3,Grid_Middle-Left,,,,,,
,4019,5,L,-11.79,7.4,L,TRUE,28.3,Grid_Middle-Center,,,,,,
,4020,6,P,40.77,-26.7,P,TRUE,17.3,Grid_Middle-Right,,,,,,
,4021,7,C,-44.57,-45.42,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,4022,8,T,-3.92,-52.71,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,4023,9,D,37.32,-41.11,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,4024,1,T,-31.27,19.98,T,TRUE,46.1,Grid_Top-Left,,,,,,
,4025,2,Z,-20.91,35.54,Z,TRUE,201,Grid_Top-Center,,,,,,
,4026,3,P,46.2,26.6,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,4027,4,O,-49.18,-18.41,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,4028,5,E,-22.83,-12.23,E,TRUE,46.1,Grid_Middle-Center,,,,,,
,4029,6,F,48.66,-10.39,NotVisible,FALSE,201,Grid_Middle-Right,,,,,,
,4030,7,D,-51.32,-36.11,NotVisible,FALSE,201,Grid_Bottom-Left,,,,,,
,4031,8,C,-3.36,-44.93,C,TRUE,46.1,Grid_Bottom-Center,,,,,,
,4032,9,L,47.07,-47.92,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,4033,1,T,-42.08,17.52,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,4034,2,E,-11.69,17.53,E,TRUE,75.3,Grid_Top-Center,,,,,,
,4035,3,F,33.88,32.04,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,4036,4,D,-42.62,-14.85,D,TRUE,122.9,Grid_Middle-Left,,,,,,
,4037,5,P,-17.98,-24.51,P,TRUE,122.9,Grid_Middle-Center,,,,,,
,4038,6,C,42.52,0.92,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,4039,7,O,-29.98,-51.19,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,4040,8,Z,-11.53,-35.65,Z,TRUE,122.9,Grid_Bottom-Center,,,,,,
,4041,9,L,28.78,-33.19,L,TRUE,75.3,Grid_Bottom-Right,,,,,,
,4042,1,C,-39.98,31.85,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,4043,2,Z,23.51,21.76,Z,TRUE,17.3,Grid_Top-Center,,,,,,
,4044,3,L,53.13,37.11,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,4045,4,F,-35.56,-9.3,F,TRUE,201,Grid_Middle-Left,,,,,,
,4046,5,T,-5.71,-10.33,T,TRUE,10.6,Grid_Middle-Center,,,,,,
,4047,6,O,39.78,-11.79,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,4048,7,D,-51.19,-40.03,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,4049,8,P,18.62,-51.93,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,4050,9,E,50.18,-34.97,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,4051,1,P,-40.31,23.8,P,TRUE,46.1,Grid_Top-Left,,,,,,
,4052,2,Z,8.54,38.54,NotVisible,FALSE,46.1,Grid_Top-Center,,,,,,
,4053,3,T,40.07,12.85,T,TRUE,17.3,Grid_Top-Right,,,,,,
,4054,4,F,-29.68,-18.26,F,TRUE,28.3,Grid_Middle-Left,,,,,,
,4055,5,E,-8.68,-7.74,E,TRUE,17.3,Grid_Middle-Center,,,,,,
,4056,6,C,49.16,-4.69,NotVisible,FALSE,201,Grid_Middle-Right,,,,,,
,4057,7,D,-51.91,-48.42,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,4058,8,O,-5.09,-49.59,O,TRUE,75.3,Grid_Bottom-Center,,,,,,
,4059,9,L,53.25,-33.62,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,4060,1,L,-33.67,29.43,L,TRUE,201,Grid_Top-Left,,,,,,
,4061,2,C,15.43,26.17,C,TRUE,75.3,Grid_Top-Center,,,,,,
,4062,3,O,52.78,40.43,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,4063,4,E,-52.97,-20.26,NotVisible,FALSE,6.5,Grid_Middle-Left,,,,,,
,4064,5,P,20.34,-17.26,P,TRUE,46.1,Grid_Middle-Center,,,,,,
,4065,6,D,38.27,-7.3,D,TRUE,122.9,Grid_Middle-Right,,,,,,
,4066,7,F,-40.9,-35.25,F,TRUE,122.9,Grid_Bottom-Left,,,,,,
,4067,8,T,7.85,-33.77,T,TRUE,28.3,Grid_Bottom-Center,,,,,,
,4068,9,Z,30.24,-50.73,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,4069,1,C,-33.07,27.92,C,TRUE,75.3,Grid_Top-Left,,,,,,
,4070,2,P,-19.8,19.05,P,TRUE,201,Grid_Top-Center,,,,,,
,4071,3,Z,53.25,23.65,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,4072,4,L,-47.16,-3.52,L,TRUE,46.1,Grid_Middle-Left,,,,,,
,4073,5,D,-1.46,-11.55,D,TRUE,201,Grid_Middle-Center,,,,,,
,4074,6,F,53.46,-11.31,NotVisible,FALSE,201,Grid_Middle-Right,,,,,,
,4075,7,E,-52.04,-47.13,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,4076,8,T,-18.55,-49.89,T,TRUE,201,Grid_Bottom-Center,,,,,,
,4077,9,O,39.08,-43.89,O,TRUE,46.1,Grid_Bottom-Right,,,,,,
,4078,1,P,-48.66,42.96,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,4079,2,L,-16.82,40.05,NotVisible,FALSE,122.9,Grid_Top-Center,,,,,,
,4080,3,T,52.01,32.05,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,4081,4,C,-37.15,-26.69,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,4082,5,Z,21.11,-4.27,Z,TRUE,28.3,Grid_Middle-Center,,,,,,
,4083,6,E,49.41,-10.3,NotVisible,FALSE,28.3,Grid_Middle-Right,,,,,,
,4084,7,D,-36.09,-42.44,D,TRUE,28.3,Grid_Bottom-Left,,,,,,
,4085,8,F,-15.37,-35.18,F,TRUE,122.9,Grid_Bottom-Center,,,,,,
,4086,9,O,27.95,-40.84,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,4087,1,F,-42.87,41.22,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,4088,2,C,-17.12,29.08,C,TRUE,28.3,Grid_Top-Center,,,,,,
,4089,3,T,48.43,30.97,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,4090,4,Z,-38.69,-19.57,Z,TRUE,10.6,Grid_Middle-Left,,,,,,
,4091,5,D,-4.25,4.26,D,TRUE,122.9,Grid_Middle-Center,,,,,,
,4092,6,E,29.38,-28.08,E,TRUE,17.3,Grid_Middle-Right,,,,,,
,4093,7,O,-52.2,-40.53,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,4094,8,L,9.2,-48.4,L,TRUE,201,Grid_Bottom-Center,,,,,,
,4095,9,P,52.41,-49.96,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,4096,1,O,-52.93,23.21,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,4097,2,E,-10.03,40.84,NotVisible,FALSE,122.9,Grid_Top-Center,,,,,,
,4098,3,T,38.41,35.44,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,4099,4,Z,-53.81,-22.49,NotVisible,FALSE,122.9,Grid_Middle-Left,,,,,,
,4100,5,L,-16.35,2.09,L,TRUE,6.5,Grid_Middle-Center,,,,,,
,4101,6,F,34.08,-11.94,F,TRUE,46.1,Grid_Middle-Right,,,,,,
,4102,7,C,-41.53,-34.95,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,4103,8,P,-11.23,-48.65,P,TRUE,201,Grid_Bottom-Center,,,,,,
,4104,9,D,37.34,-48.92,D,TRUE,75.3,Grid_Bottom-Right,,,,,,
,4105,1,T,-35.6,25.38,T,TRUE,201,Grid_Top-Left,,,,,,
,4106,2,E,-8.58,37.65,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,4107,3,C,41.02,30.27,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,4108,4,D,-40.54,-12.67,D,TRUE,201,Grid_Middle-Left,,,,,,
,4109,5,Z,-18.67,-8.15,Z,TRUE,10.6,Grid_Middle-Center,,,,,,
,4110,6,O,31.82,5.39,O,TRUE,28.3,Grid_Middle-Right,,,,,,
,4111,7,P,-53.73,-32.64,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,4112,8,F,-16.96,-42.09,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,4113,9,L,32,-43.97,L,TRUE,75.3,Grid_Bottom-Right,,,,,,
,4114,1,L,-47.31,24.96,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,4115,2,C,-6.21,25.92,C,TRUE,10.6,Grid_Top-Center,,,,,,
,4116,3,P,36.7,29.18,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,4117,4,D,-50.86,4.39,NotVisible,FALSE,75.3,Grid_Middle-Left,,,,,,
,4118,5,F,-24.28,-7.84,F,TRUE,28.3,Grid_Middle-Center,,,,,,
,4119,6,T,31.13,3.21,T,TRUE,75.3,Grid_Middle-Right,,,,,,
,4120,7,O,-51.73,-49.46,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,4121,8,Z,18.69,-42.12,Z,TRUE,122.9,Grid_Bottom-Center,,,,,,
,4122,9,E,33.81,-43.04,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,4123,1,E,-30.2,36.36,NotVisible,FALSE,201,Grid_Top-Left,,,,,,
,4124,2,C,14.61,40.28,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,4125,3,F,34.97,22.84,F,TRUE,46.1,Grid_Top-Right,,,,,,
,4126,4,O,-49.34,3.17,NotVisible,FALSE,201,Grid_Middle-Left,,,,,,
,4127,5,T,-22.89,-28.55,NotVisible,FALSE,6.5,Grid_Middle-Center,,,,,,
,4128,6,P,35.15,-0.66,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,4129,7,D,-30.4,-41.68,D,TRUE,46.1,Grid_Bottom-Left,,,,,,
,4130,8,L,8.63,-38.25,L,TRUE,46.1,Grid_Bottom-Center,,,,,,
,4131,9,Z,51.09,-44.17,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,4132,1,F,-36.21,27.23,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,4133,2,P,-13.84,28.12,P,TRUE,122.9,Grid_Top-Center,,,,,,
,4134,3,L,42.75,21.69,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,4135,4,Z,-52.23,-20.07,NotVisible,FALSE,75.3,Grid_Middle-Left,,,,,,
,4136,5,E,-6.97,-9.93,E,TRUE,46.1,Grid_Middle-Center,,,,,,
,4137,6,C,53.28,-19.92,NotVisible,FALSE,122.9,Grid_Middle-Right,,,,,,
,4138,7,D,-44.54,-50.17,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,4139,8,O,-4.41,-38.73,O,TRUE,46.1,Grid_Bottom-Center,,,,,,
,4140,9,T,52.38,-43.51,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,4141,1,L,-43.39,41.31,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,4142,2,T,2.48,39.62,NotVisible,FALSE,122.9,Grid_Top-Center,,,,,,
,4143,3,D,30.63,25.16,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,4144,4,E,-41.73,-10.24,E,TRUE,75.3,Grid_Middle-Left,,,,,,
,4145,5,P,-12.15,5.42,P,TRUE,6.5,Grid_Middle-Center,,,,,,
,4146,6,O,45.28,-18.84,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,4147,7,F,-42.29,-33.28,F,TRUE,28.3,Grid_Bottom-Left,,,,,,
,4148,8,C,-14.43,-51.72,C,TRUE,75.3,Grid_Bottom-Center,,,,,,
,4149,9,Z,37.2,-46.88,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,4150,1,F,-52.79,35.23,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,4151,2,D,3.15,28.06,D,TRUE,122.9,Grid_Top-Center,,,,,,
,4152,3,L,31.1,34.39,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,4153,4,C,-48.75,4.69,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,4154,5,E,8.59,-22.34,E,TRUE,46.1,Grid_Middle-Center,,,,,,
,4155,6,O,45.27,-3.59,O,TRUE,201,Grid_Middle-Right,,,,,,
,4156,7,T,-51.72,-38.06,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,4157,8,P,12.93,-42.86,P,TRUE,75.3,Grid_Bottom-Center,,,,,,
,4158,9,Z,32.94,-47.24,Z,TRUE,46.1,Grid_Bottom-Right,,,,,,
,4159,1,T,-42.08,34.61,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,4160,2,D,-4.84,39.33,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,4161,3,C,39.35,41.34,NotVisible,FALSE,75.3,Grid_Top-Right,,,,,,
,4162,4,O,-46.76,-4.46,O,TRUE,75.3,Grid_Middle-Left,,,,,,
,4163,5,E,-13.17,7.47,E,TRUE,28.3,Grid_Middle-Center,,,,,,
